課名,教師,流水號,課號,課程識別碼,必選修,開課系所,上課時間,上課地點,加簽類別,授課語言,學分,修課人數上限,詳情頁URL
物理海洋學,陳世楠,22247,Ocean5039,241U1780,必修 / 選修,,"三 6,7",,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/22247
海洋污染,曾鈞懋,59822,Ocean5049,241U1890,選修,,"三 3,4",115研討室,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/59822
統計生態學與程式語言應用,謝志豪,55797,Ocean5052,241U1920,選修,,"四 2,3,4",,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/55797
魚類學特論,蕭仁傑,24352,Ocean5067,241U2070,選修,,"四 3,4",海研232,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/24352
動物的發育機制與演化歷史,游智凱,41406,Ocean5091,241U5000,選修,,"四 8,9",海研110教室,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/41406
海氣交互作用與海洋氣候,曾于恒,42369,Ocean5100,241U5070,選修,,"三 6,7,8",海研232,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/42369
臺灣區域海洋學,詹  森,25557,Ocean5115,241U6120,選修,,"二 8,9",海研大講堂,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/25557
震測資料處理與分析,許鶴瀚,20006,Ocean5116,241U6130,選修,,"三 3,4",海研231,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/20006
地球物理基礎數學,張翠玉,21629,Ocean5123,241U6200,選修,,"二 6,7",海研110教室,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/21629
化學海洋概論,溫良碩,10266,Ocean5128,241U6250,必修 / 選修,,二 3,海研大講堂,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/10266
生物海洋概論,鍾明宗,35592,Ocean5129,241U6260,必修 / 選修,,一 3,海研大講堂,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/35592
海洋與氣候:過去到未來,賀詩琳,36565,Ocean5132,241U6300,選修,,"二 3,4",海研115,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/36565
海洋監測與技術,張明輝,40130,Ocean5134,241U6320,必修 / 選修,,四 8,海研231,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/40130
自主海洋感知,黃千芬,38135,Ocean5135,241U6280,選修,,"三 7,8,9",海研115,1 類,,3,,https://course.ntu.edu.tw/courses/114-2/38135
颱風底下的小尺度海洋動力,許哲源,20769,Ocean5136,241U6330,選修,,"四 3,4",115研討室,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/20769
海洋微古生物學,何亞倫,59891,Ocean5151,241U6480,選修,,"三 3,4",海研300,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/59891
海洋生物地球化學模式,簡嘉德,35147,Ocean5152,241U6490,選修,,"五 3,4",海研110教室,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/35147
巨觀生態學與分析,謝志豪,19590,Ocean5160,241U6570,選修,,"二 3,4",海研231,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/19590
生物資訊學,葉怡君,52548,Ocean5162,241U6590,選修,,"二 6,7,8",海研231,1 類,,3,,https://course.ntu.edu.tw/courses/114-2/52548
海洋微生物生態學專題研究,葉怡君,11203,Ocean5166,241U6630,選修,,"四 6,7",海研115,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/11203
理論物理海洋上,許哲源,56058,Ocean7012,241M1141,選修,,"三 3,4",海研115,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/56058
生物海上實習,何珮綺,22553,Ocean7090,241M2950,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/22553
地質海上實習,許鶴瀚,27478,Ocean7091,241M2960,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/27478
化學海上實習,林卉婷,25904,Ocean7095,241M3010,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/25904
河口微量元素化學,溫良碩,25114,Ocean7109,241M3150,選修,,"四 3,4",海研115,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/25114
環境放射化學二,蘇志杰,25865,Ocean7123,241M3330,選修,,"二 6,7",115研討室,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/25865
海洋沈積學,蘇志杰,23200,Ocean7124,241M3340,選修,,"五 3,4",海研232,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/23200
震測資料處理與分析實務,許鶴瀚,58523,Ocean7188,241M3950,選修,,"三 6,7",海研231,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/58523
珊瑚礁環境化學與永續經營,林卉婷,44668,Ocean7193,241M4000,選修,,三 5,海研300,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/44668
珊瑚礁生態系野外課程,單偉彌,50844,Ocean7194,241M4010,選修,,,,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/50844
震測地層學概論,張日新,56043,Ocean7195,241M4020,選修,,"二 6,7",海研115,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/56043
海洋物理組專題討論,楊穎堅,42233,Ocean7197,241M4040,必修,,"四 7,8",海研大講堂,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/42233
海洋生物及漁業組專題討論,鍾明宗,46350,Ocean7198,241M4050,必修,,"三 3,4",海研大講堂,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/46350
海洋生物及漁業組專題討論,蕭仁傑,50756,Ocean7198,241M4050,必修,,"三 6,7",海研大講堂,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/50756
海洋地質及地物組專題討論,何亞倫,57421,Ocean7199,241M4060,必修,,"四 3,4",海研大講堂,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/57421
海洋地質及地物組專題討論,何亞倫,59614,Ocean7199,241M4060,必修,,"四 5,6",海研大講堂,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/59614
海洋化學組專題討論,林卉婷,54558,Ocean7200,241M4070,必修,,"二 6,7",海研232,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/54558
海洋化學組專題討論,林卉婷,23854,Ocean7200,241M4070,必修,,"二 8,9",海研232,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/23854
海洋生態地化專題研究一,鍾明宗,50887,Ocean7203,241M4100,選修,,"五 1,2",海研115,3 類,,1,,https://course.ntu.edu.tw/courses/114-2/50887
岩心掃描理論與實務,黃致展,26730,Ocean7205,241M4120,選修,,"二 6,7",海研300,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/26730
生物元素比生態學,何珮綺,20054,Ocean7206,241M4130,選修,,"二 8,9",海研115,2 類,,2,,https://course.ntu.edu.tw/courses/114-2/20054
海洋氣候變遷的觀測,卜詩安,21580,Ocean7210,241M4170,選修,,四 6,115研討室,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/21580
科學口語交流,卜詩安,16838,Ocean7211,241M4180,選修,,五 6,海研115,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/16838
多音束資料處理與分析,陳姿婷,26294,Ocean7213,241M4200,選修,,"五 6,7",海研110教室,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/26294
多音束資料處理與分析實務,陳姿婷,34170,Ocean7214,241M4210,選修,,"五 8,9",海研110教室,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/34170
全球地震學特論,柯彥廷,52018,Ocean7215,241M4220,選修,,"一 2,3,4",海研110教室,1 類,,3,,https://course.ntu.edu.tw/courses/114-2/52018
碩士論文,,56461,Ocean7999,241M0010,必修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-2/56461
專題討論,曾于恒,55699,Ocean8009,241D0470,必修,,"四 9,10",海研大講堂,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/55699
專題討論,魏志潾,32412,Ocean8009,241D0470,必修,,"三 8,9",海研大講堂,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/32412
專題討論,何亞倫,32881,Ocean8009,241D0470,必修,,"四 1,2",海研大講堂,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/32881
專題討論,林卉婷,49025,Ocean8009,241D0470,必修,,"二 10,A",海研232,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/49025
海上實習,楊穎堅,29132,Ocean8021,241D0660,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/29132
海上實習,許鶴瀚,40909,Ocean8021,241D0660,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/40909
博士論文,,41260,Ocean8999,241D0010,必修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-2/41260
雷射原理,林建中,56622,OE5001,941U0010,選修,,"一 2,3,4",電二101,1 類,,3,,https://course.ntu.edu.tw/courses/114-2/56622
雷射導論,蔡睿哲,27756,OE5016,941U0250,選修,,"四 2,3,4",電二229,1 類,,3,,https://course.ntu.edu.tw/courses/114-2/27756
光子晶體,邱奕鵬,43747,OE5018,941U0270,選修,,"二 6,7,8",博理212,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/43747
奈米光子學,蕭惠心,33781,OE5022,941U0310,必修 / 選修,,"三 6,7,8",博理214,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/33781
顯示技術導論,李君浩,22572,OE5025,941U0340,選修,,"二 2,3,4",明達225,1 類,,3,,https://course.ntu.edu.tw/courses/114-2/22572
光學系統設計,蘇國棟,29588,OE5031,941U0400,選修,,"三 7,8,9",明達225,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/29588
液晶顯示器技術,蔡永傑,31332,OE5034,941U0430,選修,,"四 8,9,10",明達225,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/31332
晶體光子學,黃升龍,18966,OE5038,941U0470,選修,,"四 6,7,8",電二144,1 類,,3,,https://course.ntu.edu.tw/courses/114-2/18966
光電材料分析技術,秦逸群,44025,OE5045,941U0550,選修,,"五 2,3,4",博理214,1 類,,3,,https://course.ntu.edu.tw/courses/114-2/44025
光電元件程式模擬,吳育任,29078,OE5060,941U0600,選修,,"五 2,3,4",明達303,1 類,,3,,https://course.ntu.edu.tw/courses/114-2/29078
次世代顯示技術與產業發展,李允立,42030,OE5064,941U0640,選修,,"五 2,3,4",博理113,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/42030
專題研究,黃奕騰,35316,OE7001,941M0040,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/35316
專題研究,李翔傑,44380,OE7001,941M0040,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/44380
專題研究,蔡永傑,33901,OE7001,941M0040,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/33901
專題研究,吳育任,16973,OE7001,941M0040,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/16973
專題研究,蔡睿哲,31141,OE7001,941M0040,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/31141
專題研究,陳奕君,22644,OE7001,941M0040,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/22644
專題研究,黃建璋,32045,OE7001,941M0040,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/32045
專題研究,李君浩,47410,OE7001,941M0040,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/47410
專題研究,蘇國棟,18600,OE7001,941M0040,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/18600
專題研究,曾雪峰,13886,OE7001,941M0040,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/13886
專題研究,黃定洧,57133,OE7001,941M0040,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/57133
專題研究,邱奕鵬,38222,OE7001,941M0040,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/38222
專題研究,吳志毅,34999,OE7001,941M0040,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/34999
專題研究,林恭如,20009,OE7001,941M0040,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/20009
專題研究,林晃巖,56252,OE7001,941M0040,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/56252
專題研究,孫啟光,11832,OE7001,941M0040,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/11832
專題研究,黃升龍,54967,OE7001,941M0040,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/54967
專題研究,彭隆瀚,37679,OE7001,941M0040,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/37679
專題研究,王  倫,57635,OE7001,941M0040,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/57635
專題研究,劉致為,18696,OE7001,941M0040,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/18696
專題研究,吳忠幟,55077,OE7001,941M0040,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/55077
專題研究,林建中,57515,OE7001,941M0040,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/57515
專題研究,吳肇欣,31041,OE7001,941M0040,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/31041
專題研究,鄭宇翔,51954,OE7001,941M0040,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/51954
專題研究,藍嘉雅,24741,OE7001,941M0040,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/24741
專題研究,蕭惠心,49648,OE7001,941M0040,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/49648
專題研究,秦逸群,22958,OE7001,941M0040,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/22958
專題演講,李翔傑,15593,OE7003,941M0020,必修,,"五 7,8",,2 類,,1,,https://course.ntu.edu.tw/courses/114-2/15593
碩士論文,,48875,OE7999,941M0010,必修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-2/48875
專題研究,李翔傑,25951,OE8001,941D0040,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/25951
專題研究,吳育任,38154,OE8001,941D0040,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/38154
專題研究,蔡睿哲,56049,OE8001,941D0040,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/56049
專題研究,陳奕君,57994,OE8001,941D0040,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/57994
專題研究,黃建璋,18791,OE8001,941D0040,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/18791
專題研究,蘇國棟,53512,OE8001,941D0040,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/53512
專題研究,黃定洧,39453,OE8001,941D0040,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/39453
專題研究,吳志毅,40255,OE8001,941D0040,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/40255
專題研究,林晃巖,57812,OE8001,941D0040,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/57812
專題研究,孫啟光,35952,OE8001,941D0040,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/35952
專題研究,林清富,30871,OE8001,941D0040,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/30871
專題研究,王  倫,45682,OE8001,941D0040,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/45682
專題研究,劉致為,32531,OE8001,941D0040,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/32531
專題研究,林建中,50798,OE8001,941D0040,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/50798
專題研究,吳肇欣,53866,OE8001,941D0040,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/53866
專題研究,蕭惠心,36915,OE8001,941D0040,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/36915
專題討論,黃奕騰,21541,OE8002,941D0050,必修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-2/21541
專題討論,蔡睿哲,28498,OE8002,941D0050,必修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-2/28498
專題討論,陳奕君,55851,OE8002,941D0050,必修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-2/55851
專題討論,黃建璋,10958,OE8002,941D0050,必修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-2/10958
專題討論,李君浩,46640,OE8002,941D0050,必修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-2/46640
專題討論,蘇國棟,16266,OE8002,941D0050,必修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-2/16266
專題討論,曾雪峰,31244,OE8002,941D0050,必修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-2/31244
專題討論,黃定洧,16632,OE8002,941D0050,必修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-2/16632
專題討論,邱奕鵬,24914,OE8002,941D0050,必修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-2/24914
專題討論,吳志毅,32428,OE8002,941D0050,必修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-2/32428
專題討論,林恭如,55860,OE8002,941D0050,必修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-2/55860
專題討論,林晃巖,16197,OE8002,941D0050,必修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-2/16197
專題討論,孫啟光,40848,OE8002,941D0050,必修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-2/40848
專題討論,黃升龍,41930,OE8002,941D0050,必修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-2/41930
專題討論,彭隆瀚,47119,OE8002,941D0050,必修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-2/47119
專題討論,林清富,32405,OE8002,941D0050,必修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-2/32405
專題討論,王  倫,39788,OE8002,941D0050,必修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-2/39788
專題討論,劉致為,12497,OE8002,941D0050,必修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-2/12497
專題討論,吳忠幟,20548,OE8002,941D0050,必修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-2/20548
專題討論,林建中,25966,OE8002,941D0050,必修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-2/25966
專題討論,吳肇欣,14809,OE8002,941D0050,必修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-2/14809
專題討論,鄭宇翔,52704,OE8002,941D0050,必修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-2/52704
專題討論,藍嘉雅,34980,OE8002,941D0050,必修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-2/34980
專題討論,蕭惠心,21768,OE8002,941D0050,必修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-2/21768
專題討論,秦逸群,35145,OE8002,941D0050,必修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-2/35145
博士論文,,42299,OE8999,941D0010,必修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-2/42299
腫瘤新知專題討論Ⅱ,葉坤輝,21622,Onco8001,453D0020,必修,,五 7,,3 類,,1,,https://course.ntu.edu.tw/courses/114-2/21622
腫瘤新知專題討論Ⅳ,葉坤輝,13529,Onco8003,453D0040,必修,,五 8,,3 類,,1,,https://course.ntu.edu.tw/courses/114-2/13529
腫瘤藥理學,許  駿,55378,Onco8009,453D0100,必修,,"二 6,7",,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/55378
口腔生物科學專題討論,郭瑋庭,45247,OraBio7020,450M0200,必修,,一 9,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/45247
口腔生物學特論,郭瑋庭,40428,OraBio7022,450M0220,必修,,一 10,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/40428
書報討論,郭瑋庭,42321,OraBio7031,450M0310,必修,,"一 A,B",,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/42321
腫瘤轉譯醫學研究,劉瑋文,15863,OraBio7212,450M2120,選修,,"五 7,8",,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/15863
核酸修復與口腔疾病,周涵怡,26769,OraBio7270,450M2700,選修,,"二 6,7,8",,1 類,,3,,https://course.ntu.edu.tw/courses/114-2/26769
離子通道與疾病,樓國隆,34260,OraBio7331,450M3310,選修,,"四 A,B",,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/34260
鉀離子通道特論,樓國隆,36240,OraBio7332,450M3320,選修,,"四 9,10",,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/36240
細胞自噬及口腔疾病,侯欣翰,36946,OraBio7401,450M4010,選修,,"四 3,4",,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/36946
細胞凋亡及口腔疾病,侯欣翰,55033,OraBio7402,450M4020,選修,,"四 5,6,7",,1 類,,3,,https://course.ntu.edu.tw/courses/114-2/55033
口腔幹細胞學導論,周涵怡,20758,OraBio7480,450M4800,選修,,"二 3,4",,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/20758
黏膜免疫與系統疾病,郭瑋庭,52774,OraBio7513,450M5130,選修,,"三 3,4",,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/52774
蛋白結晶繞射學概論,樓國隆,27731,OraBio7660,450M6600,選修,,"二 9,10",,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/27731
人工智慧應用於口腔醫療之概論,鄭世榮,32261,OraBio7820,450M8200,選修,,"四 9,10",,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/32261
碩士論文,,57816,OraBio7999,450M0010,必修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-2/57816
口腔醫學實驗技術,郭瑋庭,57433,OraBio8040,450D0400,必修,,"一 6,7",,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/57433
高級口腔生物學專題討論,郭瑋庭,41404,OraBio8060,450D0600,必修,,"一 C,D",,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/41404
細胞代謝與修復機轉,周涵怡,58339,OraBio8400,450D4000,選修,,"四 A,B",,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/58339
幹細胞生物學,周涵怡,33976,OraBio8430,450D4300,選修,,"三 A,B",,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/33976
博士論文,,37955,OraBio8999,450D0010,必修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-2/37955
服務學習乙,謝清麟,28408,OT0007,409001H0,必帶,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/28408
服務學習甲,蔡麗婷,36424,OT0008,409001G0,必帶,,五 5,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/36424
人類發展學,陳顥齡,23357,OT2006,40920200,必帶 / 選修,,"五 6,7",公職治430,2 類,,2,,https://course.ntu.edu.tw/courses/114-2/23357
人類發展學實習,陳顥齡,20027,OT2007,40920210,必帶,,"五 8,9",公職治430,2 類,,1,,https://course.ntu.edu.tw/courses/114-2/20027
職能治療臨床見習,黃小玲,49013,OT2008,40920300,必帶,,"一 7,8,9",公職治431,2 類,,1,,https://course.ntu.edu.tw/courses/114-2/49013
醫療社會學,謝清麟,51784,OT2020,40920110,必修,,"四 1,2",公職治431,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/51784
小兒科學,李旺祚,56409,OT2024,40921040,必帶,,二 1,基醫104,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/56409
骨科學乙,陳沛裕,38247,OT2025,40921050,必帶,,一 1,基醫304,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/38247
就學與就業之職能治療實習,蔡麗婷,48476,OT3012,40930810,必帶,,"三 3,4",公職治431,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/48476
副木、裝具義肢學,黃小玲,55667,OT3017,40937310,必帶,,二 6,公職治430,2 類,,1,,https://course.ntu.edu.tw/courses/114-2/55667
副木、裝具義肢學實習,黃小玲,52485,OT3018,40937410,必帶,,"二 7,8",公職治430,2 類,,1,,https://course.ntu.edu.tw/courses/114-2/52485
遊戲與治療介入,曾美惠,18285,OT3033,40932500,選修,,"三 7,8,9",,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/18285
職能治療倫理學,謝清麟,45882,OT3036,40937500,必帶,,"五 6,7",公職治431,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/45882
職能治療常見統計入門,黃怡靜,13681,OT3040,40939430,必帶,,"五 3,4",公職治430,2 類,,1,,https://course.ntu.edu.tw/courses/114-2/13681
心理職能治療,潘璦琬,30490,OT3047,40930420,必帶,,"五 1,2",公職治431,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/30490
心理職能治療實習,潘璦琬,43943,OT3049,40930430,必帶,,"五 3,4",公職治431,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/43943
骨科職能治療,黃小玲,25414,OT3050,40931100,必修,,"四 6,7",公職治430,2 類,,2,,https://course.ntu.edu.tw/courses/114-2/25414
職能治療初階臨床實習二,黃怡靜,43246,OT3053,40930360,必帶,,"一 7,8,9",,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/43246
職能治療初階臨床實習二,毛慧芬,45534,OT3053,40930360,必帶,,"一 2,3,4",,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/45534
職能治療初階臨床實習二,王湉妮,53208,OT3053,40930360,必帶,,"一 7,8,9",,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/53208
職能治療初階臨床實習二,陳顥齡,14379,OT3053,40930360,必帶,,"一 2,3,4",,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/14379
職能治療初階臨床實習二,李士捷,41792,OT3053,40930360,必帶,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/41792
社區職能治療,毛慧芬,34964,OT3054,40930740,必帶,,四 2,公職治430,2 類,,1,,https://course.ntu.edu.tw/courses/114-2/34964
社區職能治療實習,毛慧芬,35345,OT3055,40930750,必帶,,"四 3,4",公職治430,2 類,,1,,https://course.ntu.edu.tw/courses/114-2/35345
職能治療技術學,黃千瑀,43867,OT4015,40941300,必帶,,一 2,公職治431,2 類,,1,,https://course.ntu.edu.tw/courses/114-2/43867
職能治療技術學實習,黃千瑀,45829,OT4016,40941400,必帶,,"一 3,4",,2 類,,1,,https://course.ntu.edu.tw/courses/114-2/45829
團體動力學,李士捷,23022,OT4017,40941500,必帶,,"四 6,7",公職治431,2 類,,1,,https://course.ntu.edu.tw/courses/114-2/23022
職能治療理論架構與實務應用二,黃怡靜,22277,OT4018,40941600,必帶,,三 2,公職治430,2 類,,1,,https://course.ntu.edu.tw/courses/114-2/22277
職能治療理論架構與實務應用實習二,黃怡靜,24398,OT4019,40941700,必帶,,"三 3,4",公職治430,2 類,,1,,https://course.ntu.edu.tw/courses/114-2/24398
職能治療臨床實習：生理領域一,黃怡靜,19883,OT4021,40942300,必修,,,,1 類,,5,,https://course.ntu.edu.tw/courses/114-2/19883
職能治療臨床實習：生理領域二,黃怡靜,34861,OT4025,40942400,必修,,,,1 類,,5,,https://course.ntu.edu.tw/courses/114-2/34861
學士論文,毛慧芬,41114,OT4033,40940330,選修,,,,2 類,,4,,https://course.ntu.edu.tw/courses/114-2/41114
職能治療臨床實習：心理領域一,李士捷,34442,OT4034,40942500,必修,,,,1 類,,5,,https://course.ntu.edu.tw/courses/114-2/34442
職能治療臨床實習：心理領域二,李士捷,36487,OT4035,40942600,必修,,,,1 類,,5,,https://course.ntu.edu.tw/courses/114-2/36487
職能治療臨床實習：兒童領域一,陳顥齡,20232,OT4036,40942700,必修,,,,1 類,,5,,https://course.ntu.edu.tw/courses/114-2/20232
進階職能治療專題討論,毛慧芬,39490,OT5026,429U0560,必帶,,"一 10,A",公職治431,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/39490
社區兒童職能治療專題,王湉妮,37243,OT5043,429U0430,選修,,"二 6,7,8",公職治422,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/37243
