課名,教師,流水號,課號,課程識別碼,必選修,開課系所,上課時間,上課地點,加簽類別,授課語言,學分,修課人數上限,詳情頁URL
清儒名著選讀,曹美秀,29555,CHIN3022,10134600,選修,,"一 2,3,4",共304,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/29555
玉臺新詠,沈凡玉,45269,CHIN3054,10139410,選修,,"二 8,9",普405,2 類,,2,,https://course.ntu.edu.tw/courses/114-2/45269
李杜詩選,佘筠珺,46957,CHIN3057,10137740,選修,,"二 8,9",普501,2 類,,2,,https://course.ntu.edu.tw/courses/114-2/46957
渡海文學選讀,梅家玲,54695,CHIN3069,10139710,選修,,"五 8,9",文17,2 類,,2,,https://course.ntu.edu.tw/courses/114-2/54695
清詩話選讀,曾守仁,30729,CHIN3070,10138610,選修,,"二 3,4,5",普303,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/30729
訓詁學下,劉文清,18167,CHIN4002,10141102,必帶,,"二 6,7",普301,2 類,,2,,https://course.ntu.edu.tw/courses/114-2/18167
訓詁學下,張宇衛,37819,CHIN4002,10141102,必帶,,"四 3,4",普502,2 類,,2,,https://course.ntu.edu.tw/courses/114-2/37819
中國思想概說下,林永勝,10432,CHIN4020,10145602,必帶,,"一 3,4",共206,2 類,,2,,https://course.ntu.edu.tw/courses/114-2/10432
初級臺灣客語二,楊名龍,45869,CHIN4024,10142920,選修,,"一 6,7",普306,2 類,,2,,https://course.ntu.edu.tw/courses/114-2/45869
應用文及習作,黃啟書,33269,CHIN4027,10142000,選修,,"二 7,8,9",普503,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/33269
蘇軾文,方  介,51311,CHIN4029,10142700,選修,,"五 7,8,9",文18,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/51311
花間詞選,李文鈺,45166,CHIN4060,10148300,選修,,"四 8,9",共304,2 類,,2,,https://course.ntu.edu.tw/courses/114-2/45166
東亞儒學,陳威瑨,34214,CHIN4063,10140910,選修,,"五 3,4,5",普401,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/34214
華語演講入門,林家妃,32652,CHIN4076,10142190,選修,,"三 3,4",普406,2 類,,2,,https://course.ntu.edu.tw/courses/114-2/32652
東坡詞,劉少雄,33466,CHIN4096,10142800,,,"二 3,4,5",普103,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/33466
滿文一,莊吉發,16212,CHIN5007,10151510,選修,,"五 6,7",文19,2 類,,2,,https://course.ntu.edu.tw/courses/114-2/16212
滿文二,莊吉發,38063,CHIN5008,10151520,選修,,"五 8,9",文19,2 類,,2,,https://course.ntu.edu.tw/courses/114-2/38063
八思巴漢語文獻選讀,蕭素英,45878,CHIN5041,10151900,選修,,"二 3,4",共202,2 類,,2,,https://course.ntu.edu.tw/courses/114-2/45878
蒙文二,蕭素英,23025,CHIN5044,10151120,選修,,"二 6,7",共402,2 類,,2,,https://course.ntu.edu.tw/courses/114-2/23025
學術研究與寫作初階,陳志信,48061,CHIN5046,10151500,選修,,"五 3,4",新201,2 類,,2,,https://course.ntu.edu.tw/courses/114-2/48061
宋代學術思想專題甲,蔡振豐,52004,CHIN7216,121M26A0,選修,,"二 2,3,4",中文研討,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/52004
專題研究二,梅家玲,40672,CHIN7322,121M0960,選修,,,,2 類,,1,,https://course.ntu.edu.tw/courses/114-2/40672
專題研究二,劉少雄,19242,CHIN7322,121M0960,選修,,,,2 類,,1,,https://course.ntu.edu.tw/courses/114-2/19242
專題研究二,陳昭瑛,47541,CHIN7322,121M0960,選修,,,,2 類,,1,,https://course.ntu.edu.tw/courses/114-2/47541
專題研究二,蔡  瑜,49464,CHIN7322,121M0960,選修,,,,2 類,,1,,https://course.ntu.edu.tw/courses/114-2/49464
專題研究二,黃奕珍,95126,CHIN7322,121M0960,選修,,,,2 類,,1,,https://course.ntu.edu.tw/courses/114-2/95126
專題研究二,康韻梅,33011,CHIN7322,121M0960,選修,,,,2 類,,1,,https://course.ntu.edu.tw/courses/114-2/33011
專題研究二,李存智,26419,CHIN7322,121M0960,選修,,,,2 類,,1,,https://course.ntu.edu.tw/courses/114-2/26419
專題研究二,徐聖心,40028,CHIN7322,121M0960,選修,,,,2 類,,1,,https://course.ntu.edu.tw/courses/114-2/40028
專題研究二,歐麗娟,18818,CHIN7322,121M0960,選修,,,,2 類,,1,,https://course.ntu.edu.tw/courses/114-2/18818
專題研究二,汪詩珮,16031,CHIN7322,121M0960,選修,,,,2 類,,1,,https://course.ntu.edu.tw/courses/114-2/16031
專題研究二,謝佩芬,28764,CHIN7322,121M0960,選修,,,,2 類,,1,,https://course.ntu.edu.tw/courses/114-2/28764
專題研究二,林宏佳,56664,CHIN7322,121M0960,選修,,,,2 類,,1,,https://course.ntu.edu.tw/courses/114-2/56664
專題研究二,劉正忠,23220,CHIN7322,121M0960,選修,,,,2 類,,1,,https://course.ntu.edu.tw/courses/114-2/23220
專題研究二,曹淑娟,13021,CHIN7322,121M0960,選修,,,,2 類,,1,,https://course.ntu.edu.tw/courses/114-2/13021
專題研究二,高嘉謙,57528,CHIN7322,121M0960,選修,,,,2 類,,1,,https://course.ntu.edu.tw/courses/114-2/57528
專題研究二,楊芳燕,23625,CHIN7322,121M0960,選修,,,,2 類,,1,,https://course.ntu.edu.tw/courses/114-2/23625
專題研究二,劉文清,35931,CHIN7322,121M0960,選修,,,,2 類,,1,,https://course.ntu.edu.tw/courses/114-2/35931
專題研究二,張宇衛,26249,CHIN7322,121M0960,選修,,,,2 類,,1,,https://course.ntu.edu.tw/courses/114-2/26249
自然詩學專題一,蔡  瑜,39293,CHIN7335,121M6080,選修,,"二 7,8,9",博雅311,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/39293
尚書研究下,蔣秋華,20745,CHIN7376,121M3162,選修,,"三 8,9",文16,2 類,,2,,https://course.ntu.edu.tw/courses/114-2/20745
中國思想中的身體論研究,林永勝,51456,CHIN7424,121M0880,選修,,"五 2,3,4",博雅310,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/51456
《春秋》三傳專題討論,張素卿,35554,CHIN7446,121M3450,選修,,"三 2,3,4",中文研討,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/35554
古文字學專題討論,徐富昌,26822,CHIN7460,121M22A0,選修,,"二 7,8,9",中文研討,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/26822
中國園林物質文化專題,曹淑娟,15138,CHIN7542,121M3230,選修,,"四 7,8,9",博雅311,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/15138
宋代碑誌文專題,謝佩芬,27946,CHIN7543,121M1470,選修,,"二 5,6,7",文17,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/27946
中國宗教文學專題研究,廖肇亨,23204,CHIN7546,121M1630,選修,,"二 2,3,4",文19,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/23204
韓、柳以外唐代古文名家專題,何寄澎,52596,CHIN7547,121M0540,選修,,"五 3,4",中文研討,2 類,,2,,https://course.ntu.edu.tw/courses/114-2/52596
碩士論文,,49897,CHIN7999,121M0010,必修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-2/49897
大學國文：文學鑑賞與寫作（二）,吳旻旻,01001,CHIN8013,10180210,必修,,"五 7,8,9",普204,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/01001
大學國文：文學鑑賞與寫作（二）,康韻梅,01002,CHIN8013,10180210,必修,,"五 7,8,9",普301,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/01002
大學國文：文學鑑賞與寫作（二）,李文鈺,01003,CHIN8013,10180210,必修,,"五 7,8,9",共402,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/01003
大學國文：文學鑑賞與寫作（二）,陳雀倩,01004,CHIN8013,10180210,必修,,"五 7,8,9",普502,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/01004
大學國文：文學鑑賞與寫作（二）,張宇衛,01005,CHIN8013,10180210,必修,,"五 7,8,9",普402,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/01005
大學國文：文學鑑賞與寫作（二）,吳佩熏,01006,CHIN8013,10180210,必修,,"五 7,8,9",普303,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/01006
大學國文：文學鑑賞與寫作（二）,蔡瑩瑩,01007,CHIN8013,10180210,必修,,"五 7,8,9",普404,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/01007
大學國文：文學鑑賞與寫作（二）,陳建男,01008,CHIN8013,10180210,必修,,"一 7,8,9",新501,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/01008
大學國文：文學鑑賞與寫作（二）,曾守仁,01009,CHIN8013,10180210,必修,,"一 7,8,9",普504,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/01009
大學國文：文學鑑賞與寫作（二）,潘少瑜,01010,CHIN8013,10180210,必修,,"一 7,8,9",普302,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/01010
大學國文：文學鑑賞與寫作（二）,陳昭瑛,01011,CHIN8013,10180210,必修,,"一 7,8,9",普301,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/01011
大學國文：文學鑑賞與寫作（二）,李存智,01012,CHIN8013,10180210,必修,,"一 7,8,9",普205,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/01012
大學國文：文學鑑賞與寫作（二）,劉柏正,01013,CHIN8013,10180210,必修,,"一 7,8,9",普303,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/01013
大學國文：文學鑑賞與寫作（二）,蔡祝青,01014,CHIN8013,10180210,必修,,"一 7,8,9",普305,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/01014
大學國文：文學鑑賞與寫作（二）,蔡佩含,01015,CHIN8013,10180210,必修,,"一 7,8,9",普406,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/01015
大學國文：文學鑑賞與寫作（二）,歐麗娟,01016,CHIN8013,10180210,必修,,"四 7,8,9",普403,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/01016
大學國文：文學鑑賞與寫作（二）,梁偉賢,01017,CHIN8013,10180210,必修,,"四 7,8,9",新402,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/01017
大學國文：文學鑑賞與寫作（二）,汪詩珮,01018,CHIN8013,10180210,必修,,"四 7,8,9",普304,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/01018
大學國文：文學鑑賞與寫作（二）,張麗麗,01019,CHIN8013,10180210,必修,,"四 7,8,9",普306,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/01019
大學國文：文學鑑賞與寫作（二）,簡凱廷,01020,CHIN8013,10180210,必修,,"二 8,9,10",普403,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/01020
大學國文：文學鑑賞與寫作（二）,賴佩暄,01021,CHIN8013,10180210,必修,,"二 8,9,10",普402,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/01021
大學國文：文學鑑賞與寫作（二）,謝佩芬,01022,CHIN8013,10180210,必修,,"二 8,9,10",普204,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/01022
大學國文：文學鑑賞與寫作（二）,楊芳燕,01023,CHIN8013,10180210,必修,,"一 3,4,5",普202,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/01023
大學國文：文學鑑賞與寫作（二）,葉常泓,01024,CHIN8013,10180210,必修,,"一 3,4,5",共202,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/01024
大學國文：文學鑑賞與寫作（二）,簡凱廷,01025,CHIN8013,10180210,必修,,"一 3,4,5",普302,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/01025
大學國文：文學鑑賞與寫作（二）,沈凡玉,01028,CHIN8013,10180210,必修,,"二 3,4,5",普302,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/01028
大學國文：文學鑑賞與寫作（二）,張斯翔,01029,CHIN8013,10180210,必修,,"三 7,8,9",普306,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/01029
大學國文：文化思想與寫作（二）,黃奕珍,01030,CHIN8015,10180220,必修,,"五 7,8,9",普305,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/01030
大學國文：文化思想與寫作（二）,侯潔之,01031,CHIN8015,10180220,必修,,"五 7,8,9",普302,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/01031
大學國文：文化思想與寫作（二）,姜義泰,01032,CHIN8015,10180220,必修,,"五 7,8,9",新201,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/01032
大學國文：文化思想與寫作（二）,曹美秀,01033,CHIN8015,10180220,必修,,"五 7,8,9",共403,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/01033
大學國文：文化思想與寫作（二）,林家妃,01034,CHIN8015,10180220,必修,,"五 7,8,9",普403,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/01034
大學國文：文化思想與寫作（二）,林永勝,01035,CHIN8015,10180220,必修,,"一 7,8,9",新402,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/01035
大學國文：文化思想與寫作（二）,王士銓,01036,CHIN8015,10180220,必修,,"一 7,8,9",共102,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/01036
大學國文：文化思想與寫作（二）,黃啟書,01037,CHIN8015,10180220,必修,,"一 7,8,9",普401,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/01037
大學國文：文化思想與寫作（二）,方韻慈,01038,CHIN8015,10180220,必修,,"一 7,8,9",新403,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/01038
大學國文：文化思想與寫作（二）,林家妃,01039,CHIN8015,10180220,必修,,"四 7,8,9",普501,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/01039
大學國文：文化思想與寫作（二）,羅鈴沛,01040,CHIN8015,10180220,必修,,"四 7,8,9",共205,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/01040
大學國文：文化思想與寫作（二）,巫雪如,01041,CHIN8015,10180220,必修,,"四 7,8,9",新403,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/01041
大學國文：文化思想與寫作（二）,賴昶亘,01042,CHIN8015,10180220,必修,,"二 8,9,10",普205,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/01042
大學國文：文化思想與寫作（二）,史甄陶,01043,CHIN8015,10180220,必修,,"二 3,4,5",普202,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/01043
大學國文：閱讀與寫作（二）,沈芳如,01044,CHIN8017,10180230,必修,,"一 1,2 / 四 1,2",普204,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/01044
大學國文：閱讀與寫作（二）,羅聖堡,01045,CHIN8017,10180230,必修,,"一 7,8,9",普404,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/01045
大學國文：閱讀與寫作（二）,李馥名,01046,CHIN8017,10180230,必修,,"四 7,8,9",普402,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/01046
大學國文：閱讀與寫作（二）,楊晉綺,01068,CHIN8017,10180230,必修,,"四 7,8,9",普404,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/01068
大學國文：閱讀與寫作（二）,羅聖堡,01047,CHIN8017,10180230,必修,,"二 8,9,10",普406,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/01047
大學國文：閱讀與寫作（二）,許育嘉,01048,CHIN8017,10180230,必修,,"二 3,4,5",普504,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/01048
大學國文：閱讀與寫作（二）,魏千鈞,01049,CHIN8017,10180230,必修,,"三 7,8,9",普304,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/01049
大學國文：閱讀與寫作（二）,林貝珊,01050,CHIN8017,10180230,必修,,"三 7,8,9",普504,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/01050
大學國文：進階語文下,葉叡宸,01051,CHIN8019,10181112,必修,,"五 7,8,9",普505,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/01051
大學國文：進階語文下,尹子玉,01052,CHIN8019,10181112,必修,,"五 7,8,9",普401,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/01052
大學國文：進階語文下,蕭旭府,01053,CHIN8019,10181112,必修,,"一 1,2 / 四 1,2",新201,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/01053
大學國文：進階語文下,黃  翔,01054,CHIN8019,10181112,必修,,"一 1,2 / 四 1,2",普503,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/01054
大學國文：中階語文下,蘇仁和,01058,CHIN8021,10181122,必修,,"一 1,2 / 四 1,2",普306,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/01058
大學國文：中階語文下,吳佳鴻,01059,CHIN8021,10181122,必修,,"一 7,8,9",共306,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/01059
大學國文：中階語文下,狄君宏,01060,CHIN8021,10181122,必修,,"四 7,8,9",普405,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/01060
大學國文：初階語文下,李天祥,01061,CHIN8023,10181132,必修,,"三 A,B,C",普201,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/01061
大學國文：初階語文下,魏千鈞,01062,CHIN8023,10181132,必修,,"三 A,B,C",普203,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/01062
大學國文：初階語文下,黃國華,01063,CHIN8023,10181132,必修,,"三 A,B,C",普301,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/01063
大學國文：初階語文下,李松駿,01064,CHIN8023,10181132,必修,,"三 A,B,C",普306,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/01064
博士論文,,51039,CHIN8999,121D0010,選修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-2/51039
計算機程式,陳柏華,58281,CIE1008,50110800,必修,,"一 2,3,4,5",,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/58281
計算機程式,汪立本,47327,CIE1008,50110800,必修,,"一 2,3,4,5",,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/47327
計算機程式,陳俊杉,59648,CIE1008,50110800,必修,,"一 2,3,4,5",,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/59648
土木工程基本實作,賴晉達,54402,CIE1011,50110710,必修,,"四 2,3,4",,2 類,,2,,https://course.ntu.edu.tw/courses/114-2/54402
土木工程基本實作,科  林,47647,CIE1011,50110710,必修,,"五 2,3,4",,2 類,,2,,https://course.ntu.edu.tw/courses/114-2/47647
土木工程基本實作,陶默德,54223,CIE1011,50110710,必修,,"五 7,8,9",,2 類,,2,,https://course.ntu.edu.tw/courses/114-2/54223
土木工程基本實作,陳彥向,55973,CIE1011,50110710,必修,,"四 2,3,4",,2 類,,2,,https://course.ntu.edu.tw/courses/114-2/55973
土木工程基本實作,陶默德,58793,CIE1011,50110710,必修,,"五 2,3,4",,2 類,,2,,https://course.ntu.edu.tw/courses/114-2/58793
土木工程基本實作,汪立本,39306,CIE1011,50110710,必修,,"五 7,8,9",,2 類,,2,,https://course.ntu.edu.tw/courses/114-2/39306
應用力學1,陶默德,95014,CIE1013,50111010,必修,,"一 8,9",共307,2 類,,2,,https://course.ntu.edu.tw/courses/114-2/95014
應用力學2,張家銘,50695,CIE1014,50111020,必修,,"一 7,8",新201,2 類,,2,,https://course.ntu.edu.tw/courses/114-2/50695
應用力學2,黃尹男,44864,CIE1014,50111020,必修,,"一 7,8",綜401,2 類,,2,,https://course.ntu.edu.tw/courses/114-2/44864
應用力學2,吳日騰,46253,CIE1014,50111020,必修,,"一 7,8",普405,2 類,,2,,https://course.ntu.edu.tw/courses/114-2/46253
工程數學2,陶默德,58203,CIE1016,50112020,必修,,"二 6,7",普502,2 類,,2,,https://course.ntu.edu.tw/courses/114-2/58203
工程數學2,張書瑋,37154,CIE1016,50112020,必修,,"二 6,7",新302,2 類,,2,,https://course.ntu.edu.tw/courses/114-2/37154
工程數學2,詹益齊,43593,CIE1016,50112020,必修,,"二 6,7",普302,2 類,,2,,https://course.ntu.edu.tw/courses/114-2/43593
材料力學,葛宇甯,95015,CIE2006,50121210,必修,,"二 3,4 / 四 3,4",綜201/綜203,2 類,,4,,https://course.ntu.edu.tw/courses/114-2/95015
流體力學,何昊哲,27669,CIE2009,50123000,必修,,"二 3,4,5",新203,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/27669
流體力學,黃世勳,20119,CIE2009,50123000,必修,,"二 3,4,5",新402,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/20119
工程材料學與土壤力學實驗,詹穎雯,22541,CIE2012,50123300,必修,,"四 7,8,9",,2 類,,1,,https://course.ntu.edu.tw/courses/114-2/22541
工程材料學與土壤力學實驗,黃郁惟,57361,CIE2012,50123300,必修,,"一 7,8,9",,2 類,,1,,https://course.ntu.edu.tw/courses/114-2/57361
工程材料學與土壤力學實驗,邱俊翔,54074,CIE2012,50123300,必修,,"二 7,8,9",,2 類,,1,,https://course.ntu.edu.tw/courses/114-2/54074
工程材料學與土壤力學實驗,葛宇甯,21125,CIE2012,50123300,必修,,"四 7,8,9",,2 類,,1,,https://course.ntu.edu.tw/courses/114-2/21125
工程材料學與土壤力學實驗,黃郁惟,56906,CIE2012,50123300,必修,,"一 2,3,4",,2 類,,1,,https://course.ntu.edu.tw/courses/114-2/56906
運輸系統,朱致遠,41171,CIE2014,50125020,選修,,"五 2,3,4",新103,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/41171
工程材料學,胡瑋秀,32904,CIE2019,50127900,必修,,"三 3,4",新502,2 類,,2,,https://course.ntu.edu.tw/courses/114-2/32904
工程材料學,詹穎雯,38508,CIE2019,50127900,必修,,"三 3,4",新302,2 類,,2,,https://course.ntu.edu.tw/courses/114-2/38508
鋼筋混凝土學及設計二,黃世建,38582,CIE3006,50132220,選修,,"五 7,8,9",新405,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/38582
結構學一,柯俊宇,58763,CIE3010,50132410,必修,,"二 2 / 四 3,4",土220,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/58763
結構學一,周中哲,21417,CIE3010,50132410,必修,,"二 2 / 四 3,4",新501,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/21417
結構學一,胡瑋秀,22960,CIE3010,50132410,必修,,"二 2 / 四 3,4",普404/普401,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/22960
