課名,教師,流水號,課號,課程識別碼,必選修,開課系所,上課時間,上課地點,加簽類別,授課語言,學分,修課人數上限,詳情頁URL
專題討論,林璧鳳,52744,BST8000,B22D0020,必修,,一 2,農化一第六,3 類,,1,,https://course.ntu.edu.tw/courses/114-1/52744
專題研究一,李昆達,50551,BST8002,B22D1010,選修,,,,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/50551
專題研究三,李昆達,47495,BST8004,B22D1030,選修,,,,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/47495
專題研究三,張世宗,95083,BST8004,B22D1030,選修,,,,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/95083
專題研究三,陳彥榮,54778,BST8004,B22D1030,選修,,,,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/54778
專題研究三,林建達,39573,BST8004,B22D1030,選修,,,,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/39573
生技博士論文精研一,李昆達,45522,BST8008,B22D1060,選修,,,,3 類,,1,,https://course.ntu.edu.tw/courses/114-1/45522
生技博士論文精研二,李昆達,50886,BST8009,B22D1070,選修,,,,3 類,,1,,https://course.ntu.edu.tw/courses/114-1/50886
博士論文,,25529,BST8999,B22D0010,必修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-1/25529
海外農業實習 I,范致豪,38766,CBA5049,600U0490,選修,,,,3 類,,9,,https://course.ntu.edu.tw/courses/114-1/38766
創新創業實踐,曾正忠,20573,CBA5058,600U0580,選修,,"五 6,7,8",,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/20573
智慧農業導論,林裕彬,23564,CBA5059,600U0590,選修,,"三 2,3,4",,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/23564
碳盤查實務,王尚禮,14201,CBA5103,600U1030,選修,,"一 3,4",,2 類,,2,,https://course.ntu.edu.tw/courses/114-1/14201
口腔醫務管理學,陳信銘,33545,CDent5001,422U0020,選修,,"三 A / 六 2,3",,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/33545
研究論文討論上,姚宗珍,17340,CDent7002,422M0021,選修,,四 1,,1 類,,0,,https://course.ntu.edu.tw/courses/114-1/17340
牙周補綴矯正之聯合治療 一,王東美,43255,CDent7007,422M0110,選修,,三 7,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/43255
牙周補綴矯正之聯合治療 三,王東美,36855,CDent7009,422M0130,選修,,三 7,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/36855
研究計劃專題討論上,姚宗珍,27948,CDent7011,422M1011,選修,,四 1,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/27948
齒顎矯正學特論及實驗,姚宗珍,23394,CDent7015,422M1100,必修,,一 7,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/23394
矯正治療成果討論一,姚宗珍,42846,CDent7016,422M1110,選修,,一 6,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/42846
矯正治療成果討論三,姚宗珍,35447,CDent7018,422M1130,選修,,一 6,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/35447
口腔生物學,陳容慈,32709,CDent7021,422M1200,選修,,"三 3,4",,1 類,,2,,https://course.ntu.edu.tw/courses/114-1/32709
齒顎矯正學臨床實習三,張瑞青,12140,CDent7022,422M1230,必修,,,,1 類,,3,,https://course.ntu.edu.tw/courses/114-1/12140
口腔顎面外科學特論一,鄭世榮,17056,CDent7023,422M1280,必修,,二 8,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/17056
補綴學臨床實習一,王東美,25597,CDent7024,422M1310,必修,,,,1 類,,3,,https://course.ntu.edu.tw/courses/114-1/25597
口腔腫瘤學專題討論,陳信銘,45862,CDent7025,422M1360,選修,,四 8,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/45862
齒顎矯正診斷治療學一,陳羿貞,52850,CDent7028,422M1410,選修,,二 5,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/52850
補綴用咬合器學,陳韻之,52319,CDent7033,422M1500,選修,,一 7,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/52319
兒童牙科學特論,張曉華,31970,CDent7038,422M2100,必修,,一 1,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/31970
兒童牙科學臨床實習三,張曉華,43368,CDent7039,422M2230,必修,,,,1 類,,3,,https://course.ntu.edu.tw/courses/114-1/43368
兒童牙科學臨床實習一,張曉華,45745,CDent7041,422M2250,必修,,,,1 類,,3,,https://course.ntu.edu.tw/courses/114-1/45745
兒童牙科診斷治療學一,張曉華,38541,CDent7043,422M2410,選修,,一 7,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/38541
兒童牙科診斷治療學三,張曉華,24577,CDent7045,422M2430,選修,,一 6,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/24577
兒童牙科技術實驗,張曉華,57037,CDent7048,422M2560,選修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/57037
齒顎矯正學臨床實習一,張瑞青,57500,CDent7049,422M3010,必修,,,,1 類,,3,,https://course.ntu.edu.tw/courses/114-1/57500
高級齒顎矯正學臨床實習一,張瑞青,33834,CDent7052,422M3050,選修,,,,1 類,,3,,https://course.ntu.edu.tw/courses/114-1/33834
齒顎矯正學專題討論一,陳羿貞,18319,CDent7056,422M3310,必修,,三 1,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/18319
齒顎矯正學專題討論三,姚宗珍,54767,CDent7058,422M3330,必修,,三 1,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/54767
測顱分析學,姚宗珍,55998,CDent7062,422M3600,選修,,一 1,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/55998
口腔外科臨床實習三,鄭世榮,56424,CDent7067,422M4030,必修,,,,1 類,,3,,https://course.ntu.edu.tw/courses/114-1/56424
口腔外科臨床實習一,鄭世榮,30921,CDent7068,422M4060,必修,,,,1 類,,3,,https://course.ntu.edu.tw/courses/114-1/30921
口腔外科病例討論三,鄭世榮,17891,CDent7071,422M4130,選修,,三 1,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/17891
口腔外科病例討論一,鄭世榮,33464,CDent7072,422M4160,選修,,三 1,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/33464
口腔外科專題討論三,鄭世榮,26376,CDent7075,422M4230,必修,,一 10,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/26376
口腔外科專題討論一,鄭世榮,33135,CDent7076,422M4260,必修,,一 10,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/33135
口腔外科病理專討一,張玉芳,21007,CDent7079,422M4360,選修,,一 7,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/21007
口腔外科病理專討三,張玉芳,45484,CDent7081,422M4380,選修,,一 7,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/45484
口腔醫學動物實驗導論,章浩宏,38060,CDent7084,422M4510,選修,,三 8,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/38060
正顎外科學專題討論,郭生興,38862,CDent7086,422M4540,選修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/38862
口腔種植學專題討論,郭生興,22563,CDent7087,422M4560,選修,,五 9,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/22563
口腔成形與重建外科學,李正,55983,CDent7088,422M4570,選修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/55983
口腔診斷學實習三,張玉芳,59599,CDent7093,422M5030,選修,,,,1 類,,3,,https://course.ntu.edu.tw/courses/114-1/59599
口腔病理學特論三,張玉芳,50505,CDent7101,422M5230,選修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/50505
牙體復形學臨床實習一,姜昱至,33592,CDent7108,422M6010,選修,,,,1 類,,3,,https://course.ntu.edu.tw/courses/114-1/33592
牙科材料學專題討論一,姜昱至,54368,CDent7112,422M6110,必修,,一 5,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/54368
牙周病學臨床實習三,張博鈞,14681,CDent7143,422M8030,必修,,,,1 類,,3,,https://course.ntu.edu.tw/courses/114-1/14681
牙周病治療專題討論一,張博鈞,57173,CDent7149,422M8210,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/57173
牙周病治療專題討論三,張博鈞,25141,CDent7151,422M8230,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/25141
最新文獻專題討論一上,張博鈞,18905,CDent7153,422M8311,必修,,三 1,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/18905
最新文獻專題討論二上,張博鈞,24345,CDent7156,422M8321,必修,,三 1,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/24345
牙周手術專題討論一,張博鈞,25150,CDent7158,422M8410,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/25150
牙周手術專題討論三,張博鈞,23617,CDent7160,422M8430,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/23617
高級補綴學臨床實習,陳韻之,30416,CDent7170,422M9060,選修,,,,2 類,,4,,https://course.ntu.edu.tw/courses/114-1/30416
全口重建補綴學一,楊宗傑,20634,CDent7171,422M9070,必修,,"五 6,7",,1 類,,2,,https://course.ntu.edu.tw/courses/114-1/20634
臨床補綴學專題討論一上,王東美,42457,CDent7177,422M9651,選修,,五 10,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/42457
咀嚼系統機能障礙,陳韻之,51034,CDent7179,422M9660,選修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/51034
高級補綴學病例討論一上,楊宗傑,34803,CDent7181,422M9671,選修,,三 1,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/34803
植體補綴學專題討論,楊宗傑,10232,CDent7183,422M9680,選修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/10232
美容牙科學（一）,姜昱至,15966,CDent7184,422M6050,選修,,五 5,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/15966
口腔藥理學毒理學特論（一）,張曉華,49479,CDent7188,422M7050,選修,,二 3,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/49479
齒列矯正模擬操作理論與技巧,張瑞青,30990,CDent7195,422M3000,選修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-1/30990
兒童牙科學專題討論三,張曉華,11076,CDent7197,422M2540,選修,,一 5,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/11076
口腔藥理學毒理學專題討論一,張曉華,21911,CDent7199,422M1050,選修,,二 2,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/21911
口腔藥理學毒理學專題討論三,張曉華,56197,CDent7204,422M0230,選修,,五 2,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/56197
高級補綴學病例討論二上,楊宗傑,33426,CDent7206,422M9641,選修,,三 2,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/33426
臨床補綴學專題討論二上,王東美,36314,CDent7208,422M9631,選修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/36314
口腔藥理學毒理學特論（三）,張曉華,45149,CDent7210,422M9110,選修,,五 3,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/45149
兒童牙科學專題討論一,張曉華,28421,CDent7212,422M2510,必修,,一 5,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/28421
牙科經濟工程和創新創業一,陳敏慧,36919,CDent7215,422M0240,選修,,五 6,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/36919
牙髓病治療器材學一,李苑玲,95093,CDent7218,422M7450,選修,,"六 2,3,4",,1 類,,2,,https://course.ntu.edu.tw/courses/114-1/95093
牙科植體治療專題討論一,張博鈞,25274,CDent7224,422M8150,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/25274
牙科植體治療專題討論三,張博鈞,15441,CDent7226,422M8170,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/15441
牙科植體治療專題討論五,張博鈞,57097,CDent7228,422M8190,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/57097
牙髓病學專題討論五,李苑玲,37457,CDent7236,422M7250,選修,,三 10,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/37457
智慧醫療應用與實務操作,張博鈞,36527,CDent7238,422M0190,必修,,"五 7,8",,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/36527
碩士論文,張博鈞,18904,CDent7999,422M0010,必修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-1/18904
口腔外科病理討論三,張玉芳,22284,CDent8011,422D1230,選修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/22284
牙科黏著學,姜昱至,46769,CDent8018,422D6110,選修,,"二 3,4",,1 類,,2,,https://course.ntu.edu.tw/courses/114-1/46769
高級口腔藥理學特論（一）,張曉華,16533,CDent8020,422D1610,選修,,"二 2,3",,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/16533
高級口腔毒理學特論（一）,張曉華,13179,CDent8022,422D1630,選修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/13179
博士論文,張博鈞,38732,CDent8999,422D0010,必修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-1/38732
服務學習甲,李弘文,13267,Chem0008,203001G0,必修,,三 5,,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/13267
服務學習甲,鄭原忠,30201,Chem0008,203001G0,選修,,三 5,,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/30201
服務學習乙,陳浩銘,50339,Chem0009,203001H0,必修,,五 5,,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/50339
服務學習乙,林至闓,19829,Chem0009,203001H0,必修,,五 5,,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/19829
普通化學一,李弘文,51155,Chem1003,20310110,必帶,,"三 3,4 / 五 3,4",化217,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/51155
普通化學甲上,蔡蘊明,11982,Chem1005,203101A1,,,"三 3,4 / 五 3,4",共201,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/11982
普通化學甲上,金必耀,25834,Chem1005,203101A1,,,"三 3,4 / 五 3,4",博雅201,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/25834
普通化學丙,陳浩銘,57556,Chem1009,203101C0,,,"三 3,4 / 五 3,4",普101,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/57556
普通化學丙,彭之皓,33768,Chem1009,203101C0,,,"三 3,4 / 五 3,4",普103,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/33768
普通化學丙,林至闓,44182,Chem1009,203101C0,,,"三 3,4 / 五 3,4",普102,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/44182
普通化學丙,周必泰,58364,Chem1009,203101C0,,,"三 3,4 / 五 3,4",博雅202,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/58364
普通化學丙,黃聖言,54713,Chem1009,203101C0,,,"一 3,4 / 五 3,4",新303,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/54713
普通化學丙,姜昌明,51768,Chem1009,203101C0,,,"三 3,4 / 五 3,4",新203,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/51768
普通化學實驗,陳浩銘,17657,Chem1010,20310500,必帶,,"三 6,7,8",思亮106,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/17657
普通化學實驗,陳浩銘,59554,Chem1010,20310500,必帶,,"二 2,3,4",思亮104,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/59554
普通化學實驗,江建文,37966,Chem1010,20310500,必帶,,"二 2,3,4",思亮103,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/37966
普通化學實驗,彭之皓,11773,Chem1010,20310500,必帶,,"二 2,3,4",思亮106,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/11773
普通化學實驗,李弘文,35869,Chem1010,20310500,必帶,,"三 6,7,8",思亮103,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/35869
普通化學實驗,彭之皓,41235,Chem1010,20310500,必帶,,"一 7,8,9",思亮106,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/41235
普通化學實驗,陳  平,36878,Chem1010,20310500,必帶,,"一 7,8,9",思亮104,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/36878
普通化學實驗,柳玗珍,52807,Chem1010,20310500,必修,,"一 2,3,4",思亮104,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/52807
普通化學實驗,林至闓,20281,Chem1010,20310500,必帶,,"一 7,8,9",思亮103,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/20281
普通化學實驗,林至闓,11971,Chem1010,20310500,必帶 / 必修,,"一 2,3,4",思亮103,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/11971
普通化學實驗上,金必耀,24628,Chem1011,20310501,必帶,,"五 7,8,9",思亮103,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/24628
普通化學實驗上,柳玗珍,29079,Chem1011,20310501,必帶,,"五 7,8,9",思亮104,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/29079
普通化學實驗上,金必耀,41293,Chem1011,20310501,必帶,,"四 7,8,9",思亮103,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/41293
普通化學實驗上,劉如熹,53396,Chem1011,20310501,必修,,"四 7,8,9",思亮104,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/53396
化學實驗一,林至闓,15840,Chem1013,20311510,必修,,"二 6,7,8",思亮103,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/15840
化學實驗一,姜昌明,54959,Chem1013,20311510,必修,,"二 6,7,8",思亮104,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/54959
化學數學,許良彥,56028,Chem2003,20320110,選修,,"三 8,9 / 四 6,7",化210室,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/56028
分析化學一,廖尉斯,27876,Chem2007,20321210,必帶,,"一 3,4 / 四 2",化210室,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/27876
分析化學乙上,谷邁世,46562,Chem2011,203211B1,必帶 / 必修 / 選修,,"五 3,4",普504,2 類,,2,,https://course.ntu.edu.tw/courses/114-1/46562
分析化學實驗乙上,鄭修偉,51640,Chem2017,203215B1,必帶 / 必修,,"三 2,3,4",思亮204,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/51640
分析化學實驗,廖尉斯,11747,Chem2019,20321500,必帶 / 必修,,"一 7,8,9",思亮204,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/11747
有機化學,陳昭岑,40934,Chem2020,20322200,必帶 / 必修,,"二 3,4 / 四 3,4",綜604/新405,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/40934
有機化學,汪根欉,20116,Chem2020,20322200,必帶,,"二 3,4 / 四 3,4",綜302/新304,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/20116
有機化學一,邱勝賢,35606,Chem2021,20322210,必帶,,"二 3,4 / 四 3,4",化210室,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/35606
有機化學乙上,詹益慈,20416,Chem2025,203222B1,必帶,,"二 2 / 四 3,4",新302,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/20416
有機化學乙上,梁文傑,55238,Chem2025,203222B1,必帶 / 必修 / 選修,,"二 2 / 四 3,4",新303,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/55238
化學實驗三,王宗興,31007,Chem2029,20322510,必修,,"一 6,7,8,9,10",思亮305,2 類,,2,,https://course.ntu.edu.tw/courses/114-1/31007
化學實驗三,邱勝賢,35062,Chem2029,20322510,必修,,"二 6,7,8,9,10",思亮305,2 類,,2,,https://course.ntu.edu.tw/courses/114-1/35062
化學實驗三,鄭修偉,46252,Chem2029,20322510,必修,,"一 6,7,8,9,10",思亮207,2 類,,2,,https://course.ntu.edu.tw/courses/114-1/46252
化學實驗三,陳俊顯,42528,Chem2029,20322510,必修,,"二 6,7,8,9,10",思亮207,2 類,,2,,https://course.ntu.edu.tw/courses/114-1/42528
有機化學實驗乙上,詹益慈,55183,Chem2033,203225B1,必帶 / 選修,,"五 7,8,9",思亮308,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/55183
生物有機化學,陳  平,33029,Chem2037,20322000,必帶,,"二 3,4",共301,2 類,,2,,https://course.ntu.edu.tw/courses/114-1/33029
進階分析化學實驗,林至闓,27048,Chem2038,20321600,必帶,,"五 7,8,9",思亮204,2 類,,2,,https://course.ntu.edu.tw/courses/114-1/27048
分析化學,何佳安,52634,Chem2040,20323100,必修,,"五 2,3,4",共101,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/52634
物理化學上,陸駿逸,46449,Chem3007,20333101,必帶,,"一 6 / 四 1,2",新102,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/46449
化學實驗五,鄭原忠,18450,Chem3015,20333510,必修,,"一 6,7,8,9,10",思亮201,2 類,,2,,https://course.ntu.edu.tw/courses/114-1/18450
無機化學一,邱靜雯,34535,Chem3023,20334210,必帶,,"一 2 / 三 3,4",化210室,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/34535
物理化學一-熱力學,王建隆,26578,Chem3030,20333160,必帶,,"三 2 / 五 3,4",化210室,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/26578
大三專題討論一,李弘文,46660,Chem3039,20339130,選修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/46660
大三專題討論一,劉如熹,47861,Chem3039,20339130,選修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/47861
大三專題討論一,陳昭岑,33527,Chem3039,20339130,選修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/33527
大三專題討論一,汪根欉,55738,Chem3039,20339130,選修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/55738
大三專題討論一,周必泰,52785,Chem3039,20339130,選修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/52785
大三專題討論一,邱勝賢,53530,Chem3039,20339130,選修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/53530
大三專題討論一,陳俊顯,17955,Chem3039,20339130,選修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/17955
大三專題討論一,陳  平,24659,Chem3039,20339130,選修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/24659
大三專題討論一,鄭原忠,17988,Chem3039,20339130,選修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/17988
大三專題討論一,邱靜雯,17448,Chem3039,20339130,選修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/17448
大三專題討論一,詹益慈,17356,Chem3039,20339130,選修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/17356
大三專題討論一,廖尉斯,36519,Chem3039,20339130,選修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/36519
大三專題討論一,陳浩銘,37184,Chem3039,20339130,選修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/37184
大三專題討論一,朱忠瀚,19409,Chem3039,20339130,選修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/19409
大三專題討論一,姜昌明,33485,Chem3039,20339130,選修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/33485
大三專題討論一,鄭修偉,12051,Chem3039,20339130,選修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/12051
大三專題討論一,方頡睿,18042,Chem3039,20339130,選修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/18042
大三專題討論一,彭之皓,54228,Chem3039,20339130,選修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/54228
大三專題討論一,馬左仲,48973,Chem3039,20339130,選修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/48973
大三專題討論一,王建隆,30120,Chem3039,20339130,選修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/30120
大三專題討論一,陳玉如,16284,Chem3039,20339130,選修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/16284
物理化學實驗,陸駿逸,34557,Chem3043,20333230,必帶,,"三 6,7,8,9,10",思亮201,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/34557
物理化學實驗,陸駿逸,44140,Chem3043,20333230,必帶,,"五 6,7,8,9,10",思亮201,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/44140
合成與材料化學專題研究,陳浩銘,43682,Chem3047,20339340,選修,,,,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/43682
書報討論,姜昌明,36171,Chem4000,20340330,必修,,"一 8,9",化121,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/36171
書報討論,王宗興,34639,Chem4000,20340330,必修,,"一 8,9",,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/34639
書報討論,方頡睿,55782,Chem4000,20340330,必修,,"一 8,9",化217,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/55782
書報討論,王建隆,23834,Chem4000,20340330,必修,,"一 8,9",,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/23834
書報討論,邱靜雯,59623,Chem4000,20340330,必修,,"二 8,9",化121,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/59623
書報討論,張哲政,18467,Chem4000,20340330,必修,,"二 8,9",,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/18467
書報討論,柳玗珍,16780,Chem4000,20340330,必修,,"二 8,9",化217,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/16780
書報討論,馬左仲,10840,Chem4000,20340330,必修,,"二 8,9",,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/10840
大四專題討論一,劉如熹,11755,Chem4007,20349130,選修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/11755
大四專題討論一,汪根欉,42712,Chem4007,20349130,選修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/42712
大四專題討論一,周必泰,16751,Chem4007,20349130,選修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/16751
大四專題討論一,陳振中,59834,Chem4007,20349130,選修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/59834
大四專題討論一,楊吉水,47678,Chem4007,20349130,選修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/47678
大四專題討論一,陳  平,31672,Chem4007,20349130,選修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/31672
大四專題討論一,鄭原忠,36194,Chem4007,20349130,選修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/36194
大四專題討論一,邱靜雯,54051,Chem4007,20349130,選修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/54051
大四專題討論一,詹益慈,55506,Chem4007,20349130,選修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/55506
大四專題討論一,王宗興,54683,Chem4007,20349130,選修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/54683
大四專題討論一,廖尉斯,26424,Chem4007,20349130,選修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/26424
大四專題討論一,朱忠瀚,27582,Chem4007,20349130,選修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/27582
大四專題討論一,姜昌明,48175,Chem4007,20349130,選修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/48175
大四專題討論一,方頡睿,20523,Chem4007,20349130,選修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/20523
大四專題討論一,彭之皓,39290,Chem4007,20349130,選修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/39290
大四專題研究一,周必泰,28089,Chem4009,20349230,選修,,,,1 類,,3,,https://course.ntu.edu.tw/courses/114-1/28089
大四專題研究一,陳振中,23304,Chem4009,20349230,選修,,,,1 類,,3,,https://course.ntu.edu.tw/courses/114-1/23304
大四專題研究一,楊吉水,53053,Chem4009,20349230,選修,,,,1 類,,3,,https://course.ntu.edu.tw/courses/114-1/53053
