course_id,course_name,teacher,post_url,post_title,post_author,post_date,content,source
MSE3003,電子材料概論,陳敏璋,https://www.ptt.cc/bbs/NTUcourse/M.1561118394.A.459.html,[評價] 107-2 陳敏璋 奈米電子學,NTUFD5thpres (嘴賤海豹君),Fri Jun 21 19:59:52 2019,"※ 本文是否可提供臺大同學轉作其他非營利用途？（須保留原作者 ID）

         （是／否／其他條件）：是

      
哪一學年度修課：
 107-2

      
ψ 授課教師 (若為多人合授請寫開課教師，以方便收錄)

        陳敏璋

      
λ 開課系所與授課對象 (是否為必修或通識課 / 內容是否與某些背景相關) 

        材料科學與工程學研究所/選修

      
δ 課程大概內容

        Nanoscale MOSFETs
        Quantum Foundation and Basic Concepts
        Nanotransistors - A Bottom Up View
        ----------Midterm----------
        Ballistic MOSFETs
        Carrier Transport In Mesoscopic Structures
        Quantum Capacitance
        NEGF
        ----------Final Exam----------

      
Ω 私心推薦指數(以五分計)
 ★★★★★

        ★★★★★

      
η 上課用書(影印講義或是指定教科書)

        Nanoscale Transistors: Device Physics, Modeling and Simulation, by Mark Lundstrom and Jing Guo (2005)
        Quantum Transport: Atom To Transistor, by Supriyo Datta (2005)
        --------------------
        以上兩本都是參考書籍
        實際上課室使用老師自己編纂的講義
        老師的講義還滿清楚明白的
        如果只是上課應該是用不到課本
        老師常說自己編講義的目標是不來上課也能看得懂
        我個人是覺得滿忠肯的啦
        有很多部分也是上課聽不懂回來自己看才看懂的

      
μ 上課方式(投影片、團體討論、老師教學風格)

        老師會在上課時從CEIBA下載講義來上課
        上課時會用PDF reader的螢光筆和紅筆塗塗畫畫
        也會搭配板書來講解
        比較重要且會影響觀念的推導老師會用板書寫下來
        其他繁雜的數學運算通常上課不會講
        老師會要我們自己回家推導
        推導的過程都寫在講義上了（老師說講義就是他的計算紙）
        不過通常過於繁雜數學運算也不太會考就是了

        這門課是電子材料概論和半導體元件物理的進階課程
        是從量子力學與量子場論出發，解釋半導體元件物理
        比較不是著重在傳統的MOSFET，而是2D or 1D channel
        沒有修過量子力學也沒有關係
        老師會在上課中講解這門課需要的量子力學的部分
        而且繁複的運算如矩陣運算等也不會考
        所以不需要太擔心

      
σ 評分方式(給分甜嗎？是紮實分？)

        期中考：50%
        期末考：50%
        --------------------
        這門課就只有以期中期末打分數
        分數還沒出來，但應該不會調分
        整體來說我覺得應該算是紮實甜
        因為內容雖然不算容易，但考試很好準備
        只要有用心，應該都能拿到理想的分數

      
ρ 考題型式、作業方式

        期中考和期末考都是7~9題的申論題
        題目大概都是課本上的重要推導
        重要到一看就知道會考的重要推導
        或者是會出一些問答題
        要求你解釋一些奈米電子學當中的重要現象、名詞或參數
        並且考試時會發一張公式表
        除了要推導的結果以外，其他的重要公式都在上面
        之所以會說好準備，原因有三：
        1. 有提供公式表，所以不用花時間記一大堆公式
        2. 可以觀察公式表上沒有的部分，通常那就是考試要推導的部分
        3. 老師很會洩題，個人修了他的三門課以來，
           他考前舉例會考的題目，10題裡面大概考了9.5題，
           尤其是問答題，幾乎是只要講到就會考，
           「期中/末考可能會考...或是...像是...」
           聽到這類的文法的時候十之九九就是考題

        老師常說你們都是研究生了，心力應該放在研究上而不是唸書
        所以考試不會刁難你們
        雖然我還不是研究生，但老師的題目確實是一點也不刁難
        只要有準備就能夠拿到很滿意的分數

      
ω 其它(是否注重出席率？如果為外系選修，需先有什麼基礎較好嗎？老師個性？

加簽習慣？嚴禁遲到等…)

        完全不注重出席率，除了考試以外不來也沒關係
        不過老師的講解真的不錯，不來自己唸會比較辛苦一點
        這門課雖然是材料所開的課，但其實有不少電子所、光電所等其他所學長姐來修
        總覺得材料所的反而不算多數XD
        基礎的話應該至少需要修過老師的電子材料概論或半導體元件物理
        或至少要有其他元件類課程的基礎知識（尤其是MOSFET）
        這門課的第一章也是從半導體元件物理的最後一章開始
        另外如果有修過量子力學相關課程，對於量子的觀念會比較好理解
        雖然沒修過影響也不大就是了
        噢然後雖然沒有特別說，但上課大致從9:30開始
        下課時間大概都會平移20分鐘左右
        加簽應該是全都簽，這門課的選課人數比半導體元件物理少上許多
        教室比較空，一個人可以佔兩個位置，頗舒適

      
Ψ 總結

        這門課算是進階課程
        對於不是走這方面的人可能稍顯吃力
        且也不像半導體元件物理一樣有作業的保底分
        但整體而言我認為老師教得非常好
        即使是大學生如我也能妥善的吸收知識
        對於專業領域是元件物理的人更是一門有用的課程
        能夠更加了解先進元件背後的量子物理現象
        且也能補足老師的半導體元件物理當中未能解釋的理論
        讓我對元件的了解更加完整",ptt/NTUcourse
MSE3003,電子材料概論,陳敏璋,https://www.ptt.cc/bbs/NTUcourse/M.1547729092.A.769.html,[評價] 107-1 陳敏璋 半導體元件物理,NTUFD5thpres (嘴賤海豹君),Thu Jan 17 20:44:50 2019,"※ 本文是否可提供臺大同學轉作其他非營利用途？（須保留原作者 ID）

         （是／否／其他條件）：是

      
哪一學年度修課：
 107-1

      
ψ 授課教師 (若為多人合授請寫開課教師，以方便收錄)

        陳敏璋

      
λ 開課系所與授課對象 (是否為必修或通識課 / 內容是否與某些背景相關) 

        材料科學與工程學研究所/選修

      
δ 課程大概內容

        Semiconductors --- A General Introduction
        Carrier Modeling
        Carrier Action
        PN Junction Electrostatics
        PN Junction Diode --- I-V Characteristics
        ----------Midterm----------
        Metal-Semiconductor Contacts and Schottky Diodes
        MOS Fundamentals
        MOSFETs --- The Essentials
        Nonideal MOS
        Modern FET Structures
        ----------Final Exam----------
        （以上資料來自老師的Syllabus）

        另外這門課跟大學部四選三必修的電子材料概論範圍相同
        基本上內容也大同小異
        惟有些觀念在這門課講解得較為深入
        且選用的課本不同
        所以有些理論的切入點略有不同
        但整體難度幾乎相同

      
Ω 私心推薦指數(以五分計)
 ★★★★★

        會努力，也想拿到好分數：★★★★★
        不喜歡寫作業：★★

      
η 上課用書(影印講義或是指定教科書)

        Semiconductor Device Fundamentals, by Robert F. Pierret, Addison Wesley
        2nd edition, 1996, ISBN:978-0201543933
        Fundamentals of Modern VLSI Devices, by Yuan Taur and Tak H. Ning,
        Cambridge University Press, 2nd edition, 2009, ISBN: 978-0521832946
        老師會把精美講義放到CEIBA上可以自行下載
        講義是集各家精華，所以老師特別交代不要外流
        作業是從第一本出
        老師會把作業的部分公布在CEIBA

      
μ 上課方式(投影片、團體討論、老師教學風格)

        老師會用投影機投影講義
        平時用講義上課
        然後邊教邊用PDF的螢光筆和紅筆塗塗畫畫
        一開始以為畫起來的圈起來的是重點
        但往往因此整份講義都是螢光筆和紅筆的筆跡XD
        因此個人推測那只是老師在提醒自己教到哪裡（？）
        另外一些比較重要的觀念或公式老師會用板書推導
        老師講解的邏輯非常清晰
        且注重物理的圖像觀念
        因此即使沒有相關背景或是數學不好的同學也不必擔心
        雖然老師公式推導有時候使用湊因次
        但我覺得整體來說觀念建立得非常成功
        對於未來有意往半導體相關領域走的人有非常大的幫助

        另外老師是台積電的忠實信徒
        學期的第一週都會花整整三節課講近年半導體的發展
        然而最後的結論都會導向台積電大獲全勝
        （雖然Global Fundary退出跟Intel的卡關預測的滿正確的）
        所以如果對台積電過敏、或是跟台積電有世仇的同學選課時千萬要三思

      
σ 評分方式(給分甜嗎？是紮實分？)

        應該是期中和期末各佔百分之五十吧
        老師會在考試前公布作業，但作業不算學期成績
        唯獨若是分數在被當邊緣
        如果有交作業的話老師會把你救起來
        而且考試大約有五十到六十分是來自作業
        連數字都沒有改，頂多就是刪減一些小題
        所以作業一定要寫
        老師常常說他要考的不是天才是努力的學生
        考試都是有唸有分，成績算是紮實甜吧

      
ρ 考題型式、作業方式

        作業會在考前兩週左右公布
        全部都是課本習題
        有些題目會略有難度
        不過老師也會同時公布解答
        每次考試考八題，每次都會有四題作業題
        另外四題是老師自己出的應用題或是名詞解釋
        這門課的期中考八題當中
        有五題與電子材料概論一模一樣
        雖然老師有說不要流傳考古題
        但是自己的考古題自己拿應該不算犯規吧XD
        老師自己出的題目也不用太擔心
        大多是上課有提到很重要的觀念
        或是一些加減乘除的簡單計算
        老師在期末考前曾隨口舉例可能的期末考問答題
        結果舉例的四題當中就考了三題XD
        老師會連同作業一起公布公式表
        把所有講義中的公式都列出來
        考試的時候也會發，所以不需要花時間背公式
        只是公式動輒數十條
        考試前還是要練習，盡量避免臨場發揮

      
ω 其它(是否注重出席率？如果為外系選修，需先有什麼基礎較好嗎？老師個性？

              *[33;40m加簽習慣？嚴禁遲到等...）*[m

        不注重出席率
        人數還滿多的所以老師也未必會記得你
        （我同時修老師兩門課老師也是在期末才認出我XD）
        老師人很好，也還滿隨性的
        有問題都願意詳細的解答
        加簽應該是都簽
        外系選修的話
        基本上是理工相關科系一定沒問題
        如果非理工建議至少要會簡單的積分
        基本上並不是一門難以親近的課啦
        我今天閱卷有看到許多外系的同學
        諸如化學所、光電所、電子所等等都有人來修
        （其實電子所也有自己的半導體元件物理？）
        看起來大約有八十人吧，是一門還算熱門的選修課
        另外表定上課時間是九點十分
        但老師到教室的時間通常是九點半
        除了期中期末外不需要太早到教室
        老師常說這門課是要變成我們的力量
        而不是要讓我們怕這門學問
        因此考題大多出得不難，也不會輕易當人

      
Ψ 總結

        這門課是我最喜歡的課之一
        老師的講解讓以前讀paper不懂的元件知識都能夠輕鬆明白
        而且我也滿認同老師的教學理念的
        以往有些老師考試考了很難的內容
        讓我準備得焦頭爛額
        但現在回首卻連一點也記不得了
        反倒是老師這種方式更能讓我從中帶走些什麼
        最後也不失所望的拿到了還不錯的成績
        另外我還滿建議材料系的學弟妹以後可以一起修
        畢竟對某些人來說半導體並非那麼容易懂
        那麼一週聽兩次想必效果會很好XD
        何況考題還那麼類似
        考一科賺兩科，一魚兩吃",ptt/NTUcourse
MSE3003,電子材料概論,陳敏璋,https://www.ptt.cc/bbs/NTUcourse/M.1547716757.A.C04.html,[評價] 107-1 陳敏璋 電子材料概論,NTUFD5thpres (嘴賤海豹君),Thu Jan 17 17:19:15 2019,"※ 本文是否可提供臺大同學轉作其他非營利用途？（須保留原作者 ID）

         （是／否／其他條件）：是

      
哪一學年度修課： 
107-1

      
ψ 授課教師 (若為多人合授請寫開課教師，以方便收錄)

        陳敏璋

      
λ 開課系所與授課對象 (是否為必修或通識課 / 內容是否與某些背景相關) 

        材料科學與工程學系/複選必修

      
δ 課程大概內容

        Electrons and Holes in Semiconductors
        Motion and Recombination of Electrons and Holes
        Device Fabrication Technology
        PN and Metal- Semiconductors Junction
        ----------Midtern----------
        MOS capacitor
        MOS transistor
        MOSFETs in ICs- Scaling, Leakage, and Other Topics
        ----------Final Exam----------
        （以上來自老師的Syllabus）

      
Ω 私心推薦指數(以五分計)
 ★★★★★

        想拿到好成績，也願意付出努力：★★★★★
        想拿到好成績，但懶得做作業：★★★
        不想被當掉：★★★★★

      
η 上課用書(影印講義或是指定教科書)

        Modern Semiconductor Devices for Integrated Circuits, by Chenming C. H
u(
        Principles of Electronics Materials and Devices, 4th edition, Safa O.
Ka
        老師會把講義放到CEIBA
        講義是集各家精華，所以老師特別交代不要外傳
        第一本上網google就可以下載
        作業也都從第一本出

      
μ 上課方式(投影片、團體討論、老師教學風格)

        老師會把講義投影出來
        然後邊教邊用PDF的螢光筆和紅筆圈圈畫畫
        一開始都覺得畫起來的應該是重點
        但往往因此整份講義都是螢光筆
        另外重點的物理圖像或是公式
        老師會用板書推導和畫圖
        老師的講解很清楚邏輯清晰
        並且非常著重物理圖像的建立，公式倒是其次
        因此即使沒有背景知識也能夠很好理解
        雖然老師的公式推導有時候是用湊因次的
        但整體而言對於半導體觀念的建立有很大的幫助
        另外老師的宗教信仰是台積電
        第一週的三節課會用來講解近年半導體產業發展的趨勢
        最後的結果都會導向台積電勝出XD
        （雖然我自己是覺得預測的滿準的）
        所以建議對台積電過敏的同學選課要三思

      
σ 評分方式(給分甜嗎？是紮實分？)

        應該是期中期末各五十吧
        老師會在考試前出作業，但作業不算分數
        期中期末考交給助教，如果成績在邊緣老師會把你救起來
        而且考試大約有五十到六十分跟作業一模一樣
        所以作業一定要寫要看
        老師常說他要考的不是天才是努力的學生
        考試有唸有分，算是紮實甜吧

      
ρ 考題型式、作業方式

        作業老師會在考前兩週左右公布
        都是課本題目
        考試考七題，期中每次至少四題是課本題
        一模一樣連數字都不會改
        剩下三題老師自己出的題目
        大多都不難，公式代一代就能解的題目
        或是老師上課有提到的觀念及名詞解釋
        如果把作業比作為積分
        老師自己出的題目大概就類似加法吧
        因此若是老師問作業要多出一點還是少一點時
        建議回答少一點XD
        老師會連同作業一起公布公式表
        把所有講義有考試會用到的公式都列出來
        考試的時候也會發，所以公式不用特別背
        不過公式至少也是幾十條起跳
        考前還是必須要練習，千萬不要臨場發揮

      
ω 其它(是否注重出席率？如果為外系選修，需先有什麼基礎較好嗎？老師個性？

加簽習慣？嚴禁遲到等…)

        不注重出席率
        好像也不太需要基礎，真要說的話至少要會積分
        老師人很好，有問題也很願意解答
        加簽的話我也不清楚耶
        我猜根據老師的個性應該是都簽啦
        另外上課表定九點十分上課
        但實際上老師到教室的時間大約在九點半
        除了期中期末外不需要太早到教室
        老師常說要讓這門課變成我們的力量
        而不是讓我們怕這門學問
        因此考試大多都考作業題，其他也不會出太難
        只要有交作業也能夠從邊緣中被救上來
        今天去閱卷，助教也說老師可能會調分
        不過不知道調幅，也不確定會不會調就是了

      
Ψ 總結

        這門課算是我最喜歡的課之ㄧ
        老師的講解讓以前讀paper很多不懂的元件知識都能夠明白了
        而且我也滿認同老師的教學理念
        以往有些老師考試考了很難的內容
        讓我準備地焦頭爛額
        但到頭來那時候所學的一點也不記得
        反倒是老師這種方式，更能讓我明白我所需要的學問是什麼
        最後也不失所望的拿到還算不錯的成績
        可謂一舉兩得",ptt/NTUcourse
MSE3003,電子材料概論,陳敏璋,https://www.ptt.cc/bbs/NTUcourse/M.1486059545.A.B9B.html,[評價] 105-1 陳敏璋 電子材料概論,penguin828 (BB),Fri Feb  3 02:19:02 2017,"若是通識課程評價，請用 
[通識]
 分類，勿使用 
[評價]
 
分類

標題範例：
[通識] A58 普通心理學丙 林以正
 (看完後請用ctrl+y刪除這兩行)

      
※ 本文是否可提供臺大同學轉作其他非營利用途？（須保留原作者 ID）

         （是／否／其他條件）：
      是

      
哪一學年度修課：

      105-1

      
ψ 授課教師 (若為多人合授請寫開課教師，以方便收錄)

      陳敏璋

      
λ 開課系所與授課對象 (是否為必修或通識課 / 內容是否與某些背景相關) 

      材料系大三必修

      
δ 課程大概內容

       electrons and holes in semiconductors
       motion and recombination of electrons and holes
       PN junction
       metal-semiconductor junction
       MOSCAP
       MOSFET
       大部分跟老師開的半導體物理類似只是少了比較多數學推導(e.g. thermionic, RG)

      
Ω 私心推薦指數(以五分計)
 ★★★★★

η 上課用書(影印講義或是指定教科書)

      講義 (主要來自Chenming Hu, Modern Semiconductor Devices for Integrated Circuits

      
μ 上課方式(投影片、團體討論、老師教學風格)

      老師把講義帶過一遍，也有配合一些板書
      每個禮拜上課還會有前情提要複習
      講義精美可以自己讀+收藏
      有問題也可以下課問

      
σ 評分方式(給分甜嗎？是紮實分？)

      期中+期末各50% 但如果期中考太差而期末考好，期末比例會加重
      應該算紮實甜+佛 (建議提早幾個禮拜寫作業) 考試題目幾乎為作業題
      照最後老師給的等第分布來看，只有最最最後幾個被當掉
      A+:12 A:6 A-:7 B系列:14 C系列:5 F:5
      (看到原始成績跟最後等第覺得magic  就不明講了)

      至於神人會在意的A+有沒有調人數(據說去年有調)，這次看起來沒有(共12個 平均90就是A+)
      也沒有去年的開根號*10，可能因為考比較簡單??

      
ρ 考題型式、作業方式

      作業不算分，也先會公布參考答案
      如果覺得快被當可以交作業(寫作業時的計算紙就可以了)當加分依據，高分區就不用交反正用不到
      也沒有像系上某門必修課說好作業不算分結果卻......
      題型基本上就是作業，期末有2題名詞解釋
      作業有些蠻難的，但是出成考卷的還好 再加上先寫過 不小心考100也不用意外?
      不用花時間背公式，因為老師幾乎講義上的公式都附在考卷上

      
ω 其它(是否注重出席率？如果為外系選修，需先有什麼基礎較好嗎？老師個性？

加簽習慣？嚴禁遲到等…)

      沒點名，應該也不用甚麼基礎
      老師都是9:30上課

      
Ψ 總結

      系上四選三必修不能錯過電材，快樂學習無負擔
      可是作者是大四才修的 大三還有繞射必修 加起來還是不是快樂學習就無從得知了XD
      想對MOS入門也可以修",ptt/NTUcourse
MSE3003,電子材料概論,陳敏璋,https://www.ptt.cc/bbs/NTUcourse/M.1467096409.A.CA6.html,[評價] 104-2 陳敏璋 奈米電子學,nlbbaj (JDI),Tue Jun 28 14:46:44 2016,"※ 本文是否可提供臺大同學轉作其他非營利用途？（須保留原作者 ID）

         （是／否／其他條件）：是

      
哪一學年度修課：
 104-2

      
ψ 授課教師 (若為多人合授請寫開課教師，以方便收錄)
 陳敏璋 教授

      
λ 開課系所與授課對象 (是否為必修或通識課 / 內容是否與某些背景相關) 

         材料所選修，另外有許多外系如電子所、光電所選修

      
δ 課程大概內容

         複製自課程syllabus:
         1. Nanoscale MOSFETs
         2. Quantum foundation and basic concepts
         3. Nanotransistors: a bottom up view
         4. Quantum capacitance
         5. Single electron transistors (跳過)
            (期中考)
         6. Ballistic and diffusive MOSFET
         7. Carrier transport in mesoscopic structures
         8. Band structures
         9. Non-equilibrium Green's function (NEGF) formalism
            (期末考)

         簡單來說就是介紹奈米尺度的MOSFET、用量子力學的角度去詮釋

         以及NEGF的使用，量子力學基礎(大綱第2點)的部分老師講比較久

         ，期中考到接近五月中才考

      
Ω 私心推薦指數(以五分計)
 ★★★★★

η 上課用書(影印講義或是指定教科書)

         老師整理的講義(也就是上課投影片)

         另有列兩本reference

         1. Nanoscale Transistors: Device Physics, Modeling and Simulation
            , by Mark Lundstrom and Jing Guo (2005)

         2. Quantum Transport: Atom to Transistor, by Supriyo Datta (2005)

      
μ 上課方式(投影片、團體討論、老師教學風格)

         使用投影片上課，一些重要或較複雜的地方老師會寫板書

         老師講解的很清楚，會完整解釋講義有出現的原理及推導

         每次上課剛開始還會快速複習一次上次上課的範圍，有問題

         下課去問老師也很樂意回答

      
σ 評分方式(給分甜嗎？是紮實分？)

         期中考+期末考各50%

         紮實，但基本上只要有認真念過講義應該都覺得甜(?)

      
ρ 考題型式、作業方式

         沒有作業

         考題都是講義裡有的東西，而且老師會事先公布考試重點及試卷會有附的

         公式表供大家參考，偶爾還會""洩題""一下

         (老師常說他不是要考天才，他要考認真的學生XD)

         期中考有55分名詞解釋或問答，45分(3大題)推導

         期末考滿分115分，全都是計算或推導

      
ω 其它(是否注重出席率？如果為外系選修，需先有什麼基礎較好嗎？老師個性？

加簽習慣？嚴禁遲到等…)

         建議修過老師開的電子材料概論或半導體元件物理，或是其他半導體相關的課

         另外工數、一點量子物理的基礎也滿重要的

         加簽及旁聽只要找老師談一下老師都樂意開放

      
Ψ 總結

         這門課是老師在材料系的電子材料三部曲中最後一門課，每年老師都會不斷

         更新講義及課程內容，雖然有些比較深奧複雜的數學對我來說有點吃力，但

         因為老師仔細的講解加上完整的講義，大致來說還算跟的上也獲得不少。

         很適合有心進一步了解此領域的人選修~",ptt/NTUcourse
MSE3003,電子材料概論,陳敏璋,https://www.ptt.cc/bbs/NTUcourse/M.1454209746.A.ACD.html,[評價] 104-1 陳敏璋 電子材料概論,hsnuoscar (Oscarchen),Sun Jan 31 11:09:03 2016,"※ 本文是否可提供臺大同學轉作其他非營利用途？（須保留原作者 ID）

         （是／否／其他條件）： 是

      
哪一學年度修課：
 104-1

      
ψ 授課教師 (若為多人合授請寫開課教師，以方便收錄)

      陳敏璋

      
λ 開課系所與授課對象 (是否為必修或通識課 / 內容是否與某些背景相關) 

      材料系 四選三必修

      
δ 課程大概內容

        1. Electrons and Holes in Semiconductors

        2. Motion and Recombination of Electrons and Holes

        3. Device Fabrication Technology

        4. PN and Metal–Semiconductor Junctions

        5. MOS Capacitor

        6. MOS Transistor

        7. MOSFETs in ICs—Scaling, Leakage, and Other Topics

      
Ω 私心推薦指數(以五分計)

      ★★★★★

      
η 上課用書(影印講義或是指定教科書)

      老師有自編精美講義，

      作業用的課本是Modern Semiconductor Devices for Integrated Circuits

      是UC.Berkley的胡正明教授編的，google書名就可以合法下載。

      
μ 上課方式(投影片、團體討論、老師教學風格)

      上課就用自編講義上，老師講解得非常清楚

      從Band gap、electrons & holes、Fermi Level、semiconductor、MOS

      都很完整的解釋過原理和推導證明

      每次第一堂上課前為了怕大家沒複習已經忘記，都會快速review一次，很貼心

      真的還是不懂的話下課問老師一定會再三講解

      
σ 評分方式(給分甜嗎？是紮實分？)

      老師第一堂課就強調這堂課是要讓大家喜歡上這個領域，不是要考倒大家

      只要稍有用心絕對不會為難

      只有期中期末，每章都會出習題但不需要交，期中期末80%都從習題出

      連數字都不會改。期中期末時若怕自己會被當，可以繳交習題讓老師斟酌救你

      只能說偏甜吧，期中考分數開根號乘10，期末只考五題有四題是作業

      老師鐵了心要讓大家過，除了沒來考試、或兩次考試加起來不到50分的

      其他似乎都過了

      
ρ 考題型式、作業方式

      考題就出自習題加上老師一點自創題，自創的都很簡單

      課本習題偏難，而且解答幾乎是錯誤百出

      不過只要答案太詭異的老師幾乎都不會考

      簡單來說就是掌握大部分，答案錯或是太難的放棄也無所謂

      
ω 其它(是否注重出席率？如果為外系選修，需先有什麼基礎較好嗎？老師個性？

加簽習慣？嚴禁遲到等…)

      加簽應該是全簽吧

      感覺大概需要一點普物和積分就可以

      不會點名、上課要幹嘛都可以不要影響別人就好

      
Ψ 總結

      老師非常注重教學，講義每年都會一再修改、至今已經非常精美

      這門課是材料系電子材料三部曲之一

      （後面是「半導體物理電子元件」和「奈米電子學」）

      很適合對於電子材料有興趣、但沒有材料基礎的人來修～",ptt/NTUcourse
Fin3002,財務報告分析,陳明賢,https://www.ptt.cc/bbs/NTUcourse/M.1616510141.A.2C6.html,[求救]陳明賢老師財務報告分析,wumorris (wumorris),Tue Mar 23 22:35:39 2021,"大家好，因為已畢業(非管院)，想要在工作之餘充實自己。

想請問有沒有好心同學可提供老師放在ceiba的財務報告分析上課講義，
願以P幣300及飲料為報酬，細節可再談。
意者請站內信與我聯繫，謝謝，非常感謝。",ptt/NTUcourse
Fin3002,財務報告分析,陳明賢,https://www.ptt.cc/bbs/NTUcourse/M.1585803751.A.A06.html,[求救]陳明賢財務報告分析徵組員,jasonjing (weijing),Thu Apr  2 13:02:29 2020,"期末報告好像要分組！！！有沒有人現在還沒有組別，想要一起一組的，外系跑來修遇
到分組真的很頭痛啊！要的可以站內信我！",ptt/NTUcourse
Fin3002,財務報告分析,陳明賢,https://www.ptt.cc/bbs/NTUcourse/M.1583654685.A.9EF.html,[求救] 徵求陳明賢財務報告分析組員,shrekhusband (史瑞克溫骯),Sun Mar  8 16:04:43 2020,"如果我沒記錯的話這堂課的期末報告是不是要分組
（還是其實不用）
（我只寫下了期末報告要分析財務報表）

救救一個系外雙主修的老人
課堂上一個人都不認識
基本上沒有雷過什麼報告！拜託大家分組帶上我

-----
Sent from JPTT on my iPhone",ptt/NTUcourse
Fin3002,財務報告分析,陳明賢,https://www.ptt.cc/bbs/NTUcourse/M.1395550632.A.AC6.html,[求救] 陳明賢老師財務報告分析,langkamo (白日夢),Sun Mar 23 12:57:10 2014,"不好意思我是外校旁聽的學生，事先有寫信跟老師索取上課的簡報檔，不過老師好像少寄了第六章的簡報，主題是「信用決策以及破產預測」

想問問看有沒有好心人可以提供檔案，我會以一杯星巴克作為回禮，謝謝大家幫忙！！",ptt/NTUcourse
Fin3002,財務報告分析,陳明賢,https://www.ptt.cc/bbs/NTUcourse/M.1392647018.A.65F.html,[問題] 陳明賢 財務報告分析,WeirdEgg (後乙),Mon Feb 17 22:23:36 2014,"同學們好

小弟非財金系 現在大四

今天早上因為有一些事情

沒有去加簽陳明賢老師的""財務報告分析""

想請問今天有去上這門課的同學

老師是否有提到加簽的限制

或是課程大綱/評分方式等

因為看課程網是財金系大三必修

想請問一下加簽是否有限名額....

對這門課很有興趣

麻煩大家了",ptt/NTUcourse
